Key,Year,CompanyCode,CompanyName,OperatingRevenues,NetIncomeAfterTax,CapitalStock,EPS
2019_1537,2019,1537,廣隆,7933589,1007068,817854,12.32
2019_1538,2019,1538,正峰新,362838,-147705,561358,-2.63
2019_1539,2019,1539,巨庭,2195824,69893,653700,1.07
2019_1540,2019,1540,喬福,670596,115534,854736,1.35
2019_1541,2019,1541,錩泰,4200061,251476,788000,3.19
2019_1558,2019,1558,伸興,5935948,675801,605356,11.16
2019_1560,2019,1560,中砂,4868003,536677,1410000,3.81
2019_1583,2019,1583,程泰,6124719,268457,1104004,2.43
2019_1589,2019,1589,永冠-KY,7899986,162976,1056175,1.54
2019_1590,2019,1590,亞德客-KY,15896317,2726313,1890250,14.42
2019_2049,2019,2049,上銀,20209798,1865316,3095789,6.03
2019_2371,2019,2371,大同,35423015,2875879,23395367,1.24
2019_3167,2019,3167,大量,1942637,177535,801341,2.22
2019_4526,2019,4526,東台,11000093,58947,2548265,0.23
2019_4532,2019,4532,瑞智,20132944,655960,5060131,1.3
2019_4540,2019,4540,全球傳動,2107866,-61507,966780,-0.64
2019_4552,2019,4552,力達-KY,5426209,373480,1160000,3.22
2019_4555,2019,4555,氣立,1367070,44329,668800,0.66
2019_4560,2019,4560,強信-KY,1654088,291393,673312,4.38
2019_4562,2019,4562,穎漢,984653,-64046,675460,-0.95
2019_4564,2019,4564,元翎,2691153,489737,1805462,2.8
2019_4566,2019,4566,時碩工業,3825970,218426,668170,3.29
2019_4571,2019,4571,鈞興-KY　,1585863,220831,476000,5.05
2019_4572,2019,4572,駐龍,814961,221524,358000,6.74
2019_4576,2019,4576,大銀微系統,2041358,34820,1179083,0.32
2019_5288,2019,5288,豐祥-KY,5235312,625397,658262,9.5
2019_8222,2019,8222,寶一,771103,44593,685735,0.65
2019_8374,2019,8374,羅昇,2915755,-73817,1122255,-0.78
2019_8996,2019,8996,高力,2083280,158138,893841,1.77
2019_1603,2019,1603,華電,2714264,232366,1916880,1.46
2019_1604,2019,1604,聲寶,7116009,738963,3872000,2
2019_1605,2019,1605,華新,134804405,3149679,33260002,0.95
2019_1608,2019,1608,華榮,7832617,792653,6327735,1.87
2019_1609,2019,1609,大亞,18153101,505047,5950680,0.86
2019_1611,2019,1611,中電,2354491,762742,3585953,1.94
2019_1612,2019,1612,宏泰,3504313,201699,3160801,0.64
2019_1614,2019,1614,三洋電,5201892,247046,2691134,0.95
2019_1615,2019,1615,大山,3147294,244323,1118618,2.18
2019_1616,2019,1616,億泰,3152646,-58185,1941485,-0.31
2019_1617,2019,1617,榮星,2908588,89037,1442332,0.62
2019_1618,2019,1618,合機,2757736,67942,2408647,0.28
2019_1626,2019,1626,艾美特-KY,10142781,251919,1368506,2.05
2019_4930,2019,4930,燦星網,11067863,61664,1343000,0.46
2019_5283,2019,5283,禾聯碩,5786439,774334,760004,10.73
2019_1802,2019,1802,台玻,41775507,-1448450,29080608,-0.5
2019_1806,2019,1806,冠軍,4730243,-425190,4337821,-0.98
2019_1809,2019,1809,中釉,2276913,-40763,1670419,-0.24
2019_1810,2019,1810,和成,5526252,47916,3698536,0.13
2019_1817,2019,1817,凱撒衛,2334926,179851,726000,2.48
2019_1902,2019,1902,台紙,4763611,375133,4020005,0.93
2019_1903,2019,1903,士紙,169454,-179534,2600391,-0.69
2019_1904,2019,1904,正隆,40387576,2303904,11082745,2.08
2019_1905,2019,1905,華紙,20689397,-245098,11028353,-0.22
2019_1906,2019,1906,寶隆,1273341,121324,1510000,0.8
2019_1907,2019,1907,永豐餘,74760487,2285769,16603715,1.38
2019_1909,2019,1909,榮成,47715121,533773,12176857,0.45
2019_2002,2019,2002,中鋼,366240735,8809555,157731290,0.57
2019_2006,2019,2006,東和鋼鐵,44863600,1566059,10040606,1.56
2019_2007,2019,2007,燁興,6552804,-642187,5306516,-1.21
2019_2008,2019,2008,高興昌,1142137,-124106,2008523,-0.62
2019_2009,2019,2009,第一銅,2544943,-99342,3596222,-0.28
2019_2010,2019,2010,春源,16735011,240782,6476554,0.37
2019_2012,2019,2012,春雨,9333591,423111,2877740,1.6
2019_2013,2019,2013,中鋼構,16706204,157617,2000000,0.82
2019_2014,2019,2014,中鴻,40470129,10791,14355444,0.01
2019_2015,2019,2015,豐興,27735611,1962355,5815994,3.37
2019_2017,2019,2017,官田鋼,3954720,-166379,3418675,-0.5
2019_2020,2019,2020,美亞,4483371,436706,2225261,1.96
2019_2022,2019,2022,聚亨,11519202,-786105,4797520,-1.64
2019_2023,2019,2023,燁輝,59687597,-1401081,19133275,-0.73
2019_2024,2019,2024,志聯,1235991,17117,975000,0.18
2019_2025,2019,2025,千興,1155098,-177829,2811673,-0.63
2019_2027,2019,2027,大成鋼,77874374,1820776,12337901,1.49
2019_2028,2019,2028,威致,9677237,195189,3257148,0.6
2019_2029,2019,2029,盛餘,9877956,34647,3211800,0.11
2019_2030,2019,2030,彰源,11984206,268254,2865260,0.94
2019_2031,2019,2031,新光鋼,8477785,120674,3106877,0.39
2019_2032,2019,2032,新鋼,2844436,47375,1305215,0.36
2019_2033,2019,2033,佳大,832001,36444,806945,0.45
2019_2034,2019,2034,允強,16308739,623729,4071307,1.53
2019_2038,2019,2038,海光,7953592,-253584,1812645,-1.4
2019_2069,2019,2069,運錩,8727904,7906,1563868,0.05
2019_3004,2019,3004,豐達科,2816190,350824,526472,6.66
2019_5007,2019,5007,三星,6549045,817640,2949401,2.77
2019_5538,2019,5538,東明-KY,8807059,466098,1680000,2.77
2019_9958,2019,9958,世紀鋼,2402396,738868,2094348,3.53
2019_2101,2019,2101,南港,11111580,1135684,8339349,1.42
2019_2102,2019,2102,泰豐,4541002,-669563,4733292,-1.46
2019_2103,2019,2103,台橡,28910723,740316,8257099,0.9
2019_2104,2019,2104,國際中橡,22270936,1167839,9847336,1.2
2019_2105,2019,2105,正新,109507773,3466827,32414155,1.07
2019_2106,2019,2106,建大,32127436,1013562,8744300,1.16
2019_2107,2019,2107,厚生,2701777,538957,3500000,1.54
2019_2108,2019,2108,南帝,12391836,1426780,4924167,2.9
2019_2109,2019,2109,華豐,5264937,10891,3323492,0.03
2019_2114,2019,2114,鑫永銓,1658837,399524,709016,5.63
2019_6582,2019,6582,申豐,3271203,525375,1048831,5.01
2019_1319,2019,1319,東陽,21613680,1984424,5914771,3.36
2019_1338,2019,1338,廣華-KY,7427876,400534,838400,4.78
2019_1339,2019,1339,昭輝,2654787,376363,741389,5.08
2019_1512,2019,1512,瑞利,1939316,-470851,2200025,-2.14
2019_1521,2019,1521,大億,5390196,360457,762300,4.73
2019_1522,2019,1522,堤維西,17539920,695130,3128979,2.23
2019_1524,2019,1524,耿鼎,2393718,151322,1796852,0.84
2019_1525,2019,1525,江申,1242120,289942,734001,3.95
2019_1533,2019,1533,車王電,2804809,201666,985475,2.05
2019_1536,2019,1536,和大,5968347,649123,2549565,2.55
2019_1568,2019,1568,倉佑,2022841,27829,1030865,0.27
2019_1587,2019,1587,吉茂,1516467,3234,673566,0.05
2019_1592,2019,1592,英瑞-KY,4948253,-371812,1109783,-3.58
2019_2115,2019,2115,六暉-KY,2716889,241910,860632,2.81
2019_2201,2019,2201,裕隆,85800574,-24465408,15729199,-16.61
2019_2204,2019,2204,中華,32067972,-2465573,5536203,-2.38
2019_2206,2019,2206,三陽工業,33383428,2226225,8535956,2.71
2019_2207,2019,2207,和泰車,213745071,11768815,5461792,21.55
2019_2227,2019,2227,裕日車,32498607,7281897,3000000,24.27
2019_2228,2019,2228,劍麟,4575808,656348,757803,8.66
2019_2231,2019,2231,為升,4094666,977780,1228212,8
2019_2233,2019,2233,宇隆,2353988,305367,602881,5.07
2019_2236,2019,2236,百達-KY,1795565,38797,448268,0.88
2019_2239,2019,2239,英利-KY,22239873,644193,1180070,5.46
2019_2243,2019,2243,宏旭-KY,1767065,-131083,457185,-3.03
2019_2497,2019,2497,怡利電,2201953,629,1187985,0.01
2019_3346,2019,3346,麗清,4132884,13023,757840,0.18
2019_4551,2019,4551,智伸科,5014098,622427,819340,7.6
2019_4557,2019,4557,永新-KY,1627538,197581,398080,5.41
2019_4581,2019,4581,光隆精密-KY　,1035899,92821,300000,3.09
2019_6288,2019,6288,聯嘉,4301775,206267,1711280,1.21
2019_6605,2019,6605,帝寶,15589958,644337,1658164,3.89
2019_1316,2019,1316,上曜,722740,-154528,1846776,-0.96
2019_1436,2019,1436,華友聯,2074771,234652,956340,2.45
2019_1438,2019,1438,裕豐,11,-10519,1024115,-0.1
2019_1442,2019,1442,名軒,695811,100443,3055783,0.33
2019_1805,2019,1805,寶徠,127168,-72992,1002654,-0.91
2019_1808,2019,1808,潤隆,4198656,655920,3083305,2.13
2019_2501,2019,2501,國建,11623928,1370505,11595611,1.18
2019_2504,2019,2504,國產,19005069,1101659,13850003,0.8
2019_2505,2019,2505,國揚,1923024,56890,6965825,0.08
2019_2509,2019,2509,全坤建,1730553,440455,2041368,2.16
2019_2511,2019,2511,太子,12199437,952767,16233261,0.59
2019_2515,2019,2515,中工,12590753,312886,15308998,0.2
2019_2516,2019,2516,新建,7319137,33540,2262785,0.15
2019_2520,2019,2520,冠德,15326899,1283526,5037910,2.6
2019_2524,2019,2524,京城,5990199,1656570,3848464,4.31
2019_2527,2019,2527,宏璟,6418024,742091,2703060,2.84
2019_2528,2019,2528,皇普,1361,-94242,2770854,-0.38
2019_2530,2019,2530,華建,10170,-68696,2707525,-0.25
2019_2534,2019,2534,宏盛,5911680,1337841,5927850,1.89
2019_2535,2019,2535,達欣工,10760977,630445,3115376,2.26
2019_2536,2019,2536,宏普,2885896,607727,3328087,1.83
2019_2537,2019,2537,聯上發,788704,-264298,3005579,-0.88
2019_2538,2019,2538,基泰,173826,-296692,4384488,-0.68
2019_2539,2019,2539,櫻花建,7431114,1488505,4637887,3.22
2019_2540,2019,2540,愛山林,2221028,202613,1466000,1.38
2019_2542,2019,2542,興富發,23798201,3029789,11666288,2.66
2019_2543,2019,2543,皇昌,5620826,23070,2419837,0.1
2019_2545,2019,2545,皇翔,3192577,14338,3277348,0.04
2019_2546,2019,2546,根基,11462442,402348,1060357,3.79
2019_2547,2019,2547,日勝生,6325345,406731,9123076,0.45
2019_2548,2019,2548,華固,19819800,3140875,2768127,11.35
2019_2597,2019,2597,潤弘,11637322,679710,1350000,5.03
2019_2841,2019,2841,台開,393930,295480,7609436,0.4
2019_2923,2019,2923,鼎固-KY,5737206,8209089,17402970,4.72
2019_3052,2019,3052,夆典,5623832,175432,2287135,0.87
2019_3056,2019,3056,總太,3742423,471367,2092877,2.25
2019_3266,2019,3266,昇陽,1969081,209901,3523143,0.6
2019_3703,2019,3703,欣陸,22665087,97007,8232160,0.12
2019_5515,2019,5515,建國,6331757,179635,2674401,0.57
2019_5519,2019,5519,隆大,4394621,489267,2173405,2.43
2019_5521,2019,5521,工信,4282904,-24014,4475274,-0.07
2019_5522,2019,5522,遠雄,20672958,3138954,8062592,3.89
2019_5525,2019,5525,順天,2588275,392726,2449919,1.66
2019_5531,2019,5531,鄉林,7803579,64860,9824742,0.07
2019_5533,2019,5533,皇鼎,1631542,94338,2852450,0.33
2019_5534,2019,5534,長虹,9617999,3171992,2903260,10.93
2019_6177,2019,6177,達麗,6627484,922045,2571444,3.59
2019_9906,2019,9906,欣巴巴,16875,-81580,833439,-0.98
2019_9946,2019,9946,三發地產,5079135,1588304,3008209,5.28
2019_2208,2019,2208,台船,16540899,-1818470,4729918,-3.91
2019_2603,2019,2603,長榮,190589281,112519,48129738,0.02
2019_2605,2019,2605,新興,4317241,88316,5853533,0.15
2019_2606,2019,2606,裕民,10067914,1621695,8450557,1.92
2019_2607,2019,2607,榮運,7730682,838194,10671411,0.79
2019_2608,2019,2608,嘉里大榮,11855676,1352312,4670005,2.9
2019_2609,2019,2609,陽明,149181262,-4309957,26013357,-1.66
2019_2610,2019,2610,華航,168444160,-1199798,54209846,-0.22
2019_2611,2019,2611,志信,902882,-125149,1759942,-0.71
2019_2612,2019,2612,中航,3762725,323842,1974846,1.64
2019_2613,2019,2613,中櫃,2878819,35377,1484235,0.27
2019_2615,2019,2615,萬海,72951183,3573703,22182975,1.61
2019_2617,2019,2617,台航,3113990,601096,4172945,1.44
2019_2618,2019,2618,長榮航,181275258,3982467,48535695,0.83
2019_2630,2019,2630,亞航,3913291,45011,1201200,0.37
2019_2633,2019,2633,台灣高鐵,47507390,8007033,56282930,1.42
2019_2634,2019,2634,漢翔,28540207,1874287,9418671,1.99
2019_2636,2019,2636,台驊投控,11258071,249047,1171575,2.15
2019_2637,2019,2637,慧洋-KY,13833457,2198583,6891074,3.38
2019_2642,2019,2642,宅配通,3712520,161608,954670,1.69
2019_5607,2019,5607,遠雄港,2273598,553255,2299791,3.04
2019_5608,2019,5608,四維航,3804396,-352868,2792671,-1.26
2019_8367,2019,8367,建新國際,1834310,155714,811319,1.92
2019_2701,2019,2701,萬企,348551,399559,4499678,0.89
2019_2702,2019,2702,華園,1520242,-4692,1104856,-0.04
2019_2704,2019,2704,國賓,2915703,383635,3669234,1.05
2019_2705,2019,2705,六福,2226820,-546503,1865366,-2.93
2019_2706,2019,2706,第一店,346735,532032,4999984,1.06
2019_2707,2019,2707,晶華,6535609,1344181,1274020,10.58
2019_2712,2019,2712,遠雄來,425243,-15974,1050000,-0.15
2019_2722,2019,2722,夏都,753006,40001,1115229,0.36
2019_2723,2019,2723,美食-KY,23156921,932863,1800000,5.18
2019_2727,2019,2727,王品,16232208,355018,769879,4.77
2019_2731,2019,2731,雄獅,30160201,219568,700000,3.14
2019_2739,2019,2739,寒舍,4478451,123351,1115260,1.11
2019_2748,2019,2748,雲品,2380624,183789,656370,2.8
2019_5706,2019,5706,鳳凰,2974759,198753,612944,3.24
2019_8462,2019,8462,柏文,3526882,470130,700965,7.15
2019_8940,2019,8940,新天地,1534327,-17569,674910,-0.26
2019_9943,2019,9943,好樂迪,2990311,806573,1473176,5.48
2019_2801,2019,2801,彰銀,32078353,11571782,99853111,1.16
2019_2809,2019,2809,京城銀,8492984,3399687,11312343,2.99
2019_2812,2019,2812,台中銀,12095628,4319883,37088349,1.16
2019_2816,2019,2816,旺旺保,8081941,703782,2129600,3.3
2019_2820,2019,2820,華票,2014768,1244653,13429600,0.93
2019_2823,2019,2823,中壽,339115451,13597878,44635823,3.2
2019_2832,2019,2832,台產,5200892,703129,3622004,1.94
2019_2834,2019,2834,臺企銀,23209942,6734253,71319842,0.98
2019_2836,2019,2836,高雄銀,3719440,774456,10809165,0.72
2019_2838,2019,2838,聯邦銀,13866182,3359457,30844553,1
2019_2845,2019,2845,遠東銀,11721680,3632595,33558193,1.08
2019_2849,2019,2849,安泰銀,6413132,2081804,19579101,1.13
2019_2850,2019,2850,新產,15531150,1562053,3159633,4.94
2019_2851,2019,2851,中再保,16092924,1104125,5903888,1.87
2019_2852,2019,2852,第一保,6049197,580968,3011638,1.93
2019_2855,2019,2855,統一證,7142397,2368536,13723900,1.72
2019_2867,2019,2867,三商壽,179488232,5423446,23719715,2.29
2019_2880,2019,2880,華南金,46704333,15955270,121727402,1.31
2019_2881,2019,2881,富邦金,447992422,58497257,115002640,5.46
2019_2882,2019,2882,國泰金,555887198,62757286,147025102,4.76
2019_2883,2019,2883,開發金,240382100,12795690,149684080,0.88
2019_2884,2019,2884,玉山金,54522618,20105129,116195000,1.73
2019_2885,2019,2885,元大金,107608077,20445508,116706115,1.75
2019_2886,2019,2886,兆豐金,65274862,28956244,135998240,2.13
2019_2887,2019,2887,台新金,43641411,14488021,114578121,1.19
2019_2888,2019,2888,新光金,277040281,16562137,126753941,1.34
2019_2889,2019,2889,國票金,6975029,2629834,28480646,0.92
2019_2890,2019,2890,永豐金,36329883,12477021,112710541,1.11
2019_2891,2019,2891,中信金,264717728,42879806,199969796,2.16
2019_2892,2019,2892,第一金,62317874,19368751,124619428,1.55
2019_2897,2019,2897,王道銀行,8311951,1100433,27130063,0.45
2019_5876,2019,5876,上海商銀,40951272,14661111,44816031,3.5
2019_5880,2019,5880,合庫金,49096125,17235959,129458483,1.33
2019_6005,2019,6005,群益證,7796951,2566823,23209081,1.11
2019_6024,2019,6024,群益期,1919015,600009,1764376,3.4
2019_1432,2019,1432,大魯閣,1170450,-510853,1679376,-3.04
2019_2601,2019,2601,益航,8132005,1404377,6308832,2.23
2019_2901,2019,2901,欣欣,137649,32717,730433,0.45
2019_2903,2019,2903,遠百,37896062,1781843,14169406,1.26
2019_2905,2019,2905,三商,229285364,3494833,8266827,4.48
2019_2906,2019,2906,高林,7224546,62894,2091111,0.3
2019_2908,2019,2908,特力,38060813,100355,5098875,0.2
2019_2910,2019,2910,統領,650176,111785,2087250,0.64
2019_2911,2019,2911,麗嬰房,5049750,-358711,1963248,-1.84
2019_2912,2019,2912,統一超,256058888,10542860,10396223,10.14
2019_2913,2019,2913,農林,298998,-145955,7900000,-0.18
2019_2915,2019,2915,潤泰全,3486392,8794510,5648606,16.52
2019_2929,2019,2929,淘帝-KY,7169864,1134819,949553,12.01
2019_2936,2019,2936,客思達-KY,11737383,-72226,765557,-0.95
2019_2939,2019,2939,凱羿-KY　,2244500,236344,472227,5
2019_4807,2019,4807,日成-KY,1809297,-146304,384700,-3.83
2019_5906,2019,5906,台南-KY,1911238,-24622,300000,-0.82
2019_5907,2019,5907,大洋-KY,6642331,603941,1955310,3.1
2019_8429,2019,8429,金麗-KY,2080819,-53814,1857472,-0.29
2019_8443,2019,8443,阿瘦,1580463,-53053,668000,-0.79
2019_8454,2019,8454,富邦媒,51830417,1393781,1400585,9.95
2019_1708,2019,1708,東碱,4343168,274641,2115203,1.3
2019_1709,2019,1709,和益,8797162,215263,4770163,0.44
2019_1710,2019,1710,東聯,22341227,33618,8857031,0.04
2019_1711,2019,1711,永光,9332076,362447,5477522,0.66
2019_1712,2019,1712,興農,17081389,674855,4204926,1.6
2019_1713,2019,1713,國化,593203,96464,1509517,0.64
2019_1714,2019,1714,和桐,27459637,17820,10168248,0.02
2019_1717,2019,1717,長興,40363238,2466356,12402795,1.99
2019_1718,2019,1718,中纖,35732022,-729764,16213672,-0.57
2019_1721,2019,1721,三晃,3243968,-6808,2223473,-0.03
2019_1722,2019,1722,台肥,12890565,2063955,9800000,2.11
2019_1723,2019,1723,中碳,7541990,1292839,2369044,5.57
2019_1724,2019,1724,台硝,1901165,71223,1278139,0.56
2019_1725,2019,1725,元禎,8587730,194677,1818300,1.07
2019_1726,2019,1726,永記,7940129,682792,1620000,4.21
2019_1727,2019,1727,中華化,2315061,33265,1102500,0.3
2019_1730,2019,1730,花仙子,3391259,339681,632339,5.37
2019_1732,2019,1732,毛寶,596066,24858,424439,0.59
2019_1735,2019,1735,日勝化,3174698,117843,993880,1.19
2019_1773,2019,1773,勝一,7508185,884866,1500000,5.9
2019_1776,2019,1776,展宇,1614375,59512,699861,0.86
2019_3708,2019,3708,上緯投控,6153144,824850,935046,8.97
2019_4720,2019,4720,德淵,3232843,44182,886794,0.5
2019_4722,2019,4722,國精化,4292615,256708,1000092,2.57
2019_4725,2019,4725,信昌化,10370301,-2013070,2919750,-6.89
2019_4739,2019,4739,康普,6369520,128016,930293,1.4
2019_4755,2019,4755,三福化,3936381,324475,907060,3.58
2019_4763,2019,4763,材料-KY,2174990,329677,510767,6.52
2019_4764,2019,4764,雙鍵,3496960,194461,767886,2.53
2019_4766,2019,4766,南寶,17113546,1228200,1205707,10.19
2019_1598,2019,1598,岱宇,5850528,189001,961009,2.05
2019_1701,2019,1701,中化,7969700,384690,2980811,1.29
2019_1707,2019,1707,葡萄王,9239070,1309020,1362864,9.63
2019_1720,2019,1720,生達,3937129,376482,1786961,2.11
2019_1731,2019,1731,美吾華,1100863,100605,1329152,0.76
2019_1733,2019,1733,五鼎,2198862,113859,999862,1.14
2019_1734,2019,1734,杏輝,2394589,13961,1677221,0.08
2019_1736,2019,1736,喬山,25372561,1292531,3036166,4.26
2019_1760,2019,1760,寶齡富錦,1573944,161329,767391,2.1
2019_1762,2019,1762,中化生,1156642,117003,775600,1.51
2019_1783,2019,1783,和康生,452199,60111,694650,0.87
2019_1786,2019,1786,科妍,437873,120703,581000,2.09
2019_1789,2019,1789,神隆,2892783,216656,7907392,0.27
2019_1795,2019,1795,美時,9174740,662807,2431140,2.74
2019_3164,2019,3164,景岳,346244,57451,889344,0.65
2019_3705,2019,3705,永信,8191531,748601,2664230,2.81
2019_4104,2019,4104,佳醫,6457362,514755,1281490,4.02
2019_4106,2019,4106,雃博,2036232,87921,1009116,0.87
2019_4108,2019,4108,懷特,95485,-170752,1636164,-1.04
2019_4119,2019,4119,旭富,2355747,571101,794853,7.19
2019_4133,2019,4133,亞諾法,414158,3263,605536,0.05
2019_4137,2019,4137,麗豐-KY,5138879,1432163,794924,18.02
2019_4141,2019,4141,龍燈-KY,8353053,-452364,1711450,-2.64
2019_4142,2019,4142,國光生,1299689,-280678,3631576,-0.9
2019_4144,2019,4144,康聯-KY,2164475,84296,771390,1.09
2019_4148,2019,4148,全宇生技-KY,1767699,35694,640340,0.56
2019_4155,2019,4155,訊映,1241252,125760,786211,1.71
2019_4164,2019,4164,承業醫,2950052,395172,1416335,2.83
2019_4190,2019,4190,佐登-KY,3252265,470466,609147,8.05
2019_4737,2019,4737,華廣,2172923,106258,638006,1.85
2019_4746,2019,4746,台耀,2759591,11631,990126,0.12
2019_6452,2019,6452,康友-KY,5087793,945807,1000000,9.46
2019_6491,2019,6491,晶碩,3355133,475492,700000,7.62
2019_6541,2019,6541,泰福-KY,0,-2274226,2642041,-9.26
2019_6666,2019,6666,羅麗芬-KY　,1445695,497740,473880,10.5
2019_2616,2019,2616,山隆,18012657,290953,1372818,2.14
2019_6505,2019,6505,台塑化,646022809,36798213,95259597,3.86
2019_8926,2019,8926,台汽電,7186086,1098048,5890486,1.86
2019_9908,2019,9908,大台北,4236594,841687,5163580,1.68
2019_9918,2019,9918,欣天然,2160628,261142,1805375,1.47
2019_9926,2019,9926,新海,2402700,363711,1795041,2.03
2019_9931,2019,9931,欣高,1455556,192952,1022505,1.89
2019_9937,2019,9937,全國,22932443,737640,3090430,2.39
2019_2302,2019,2302,麗正,498284,441,1663029,0
2019_2303,2019,2303,聯電,148201641,9707614,117575798,0.82
2019_2329,2019,2329,華泰,17515145,587960,5573285,1.06
2019_2330,2019,2330,台積電,1069985448,345263668,259303805,13.32
2019_2337,2019,2337,旺宏,34995411,3011960,18399089,1.64
2019_2338,2019,2338,光罩,3468682,431254,2527136,2.19
2019_2342,2019,2342,茂矽,1357621,-396646,1563423,-2.56
2019_2344,2019,2344,華邦電,48771434,1256387,39800002,0.32
2019_2351,2019,2351,順德,8839367,491566,1821403,2.7
2019_2363,2019,2363,矽統,222952,-224691,5540625,-0.42
2019_2369,2019,2369,菱生,4719390,-552011,3801023,-1.47
2019_2379,2019,2379,瑞昱,60744006,6790283,5080955,13.36
2019_2388,2019,2388,威盛,5527213,42493,4933034,0.09
2019_2401,2019,2401,凌陽,5512330,15309,5919949,0.03
2019_2408,2019,2408,南亞科,51727458,9824599,30737124,3.23
2019_2434,2019,2434,統懋,165229,-239481,706021,-3.39
2019_2436,2019,2436,偉詮電,2322116,325465,1780144,1.84
2019_2441,2019,2441,超豐,12030481,1895899,5688459,3.33
2019_2449,2019,2449,京元電子,25539437,3041566,12227451,2.49
2019_2451,2019,2451,創見,13496186,1728967,4307617,4.01
2019_2454,2019,2454,聯發科,246221731,23032721,15900253,14.69
2019_2458,2019,2458,義隆,9487977,2496744,3038804,8.57
2019_2481,2019,2481,強茂,9142650,530209,3328149,1.5
2019_3006,2019,3006,晶豪科,11983479,497405,2857589,1.78
2019_3014,2019,3014,聯陽,3664910,539340,1610801,3.38
2019_3016,2019,3016,嘉晶,3854729,10478,2744013,0.04
2019_3034,2019,3034,聯詠,64372306,7927409,6085115,13.03
2019_3035,2019,3035,智原,5306351,347877,2485503,1.4
2019_3041,2019,3041,揚智,2011515,-316973,1925399,-1.68
2019_3054,2019,3054,立萬利,129782,2782,885133,0.03
2019_3094,2019,3094,聯傑,242531,41396,846551,0.5
2019_3189,2019,3189,景碩,22327410,-2025332,4510738,-4.52
2019_3257,2019,3257,虹冠電,687633,93109,693803,1.34
2019_3413,2019,3413,京鼎,7305825,649322,826875,7.85
2019_3443,2019,3443,創意,10710068,633467,1340119,4.73
2019_3530,2019,3530,晶相光,2294110,156010,780809,2.01
2019_3532,2019,3532,台勝科,11636040,2125798,3878483,5.48
2019_3536,2019,3536,誠創,1124798,-354206,1068000,-3.32
2019_3545,2019,3545,敦泰,9160261,-175249,2996759,-0.63
2019_3583,2019,3583,辛耘,3949351,322699,811390,4.02
2019_3588,2019,3588,通嘉,1048390,23377,468822,0.5
2019_3661,2019,3661,世芯-KY,4331956,433512,606129,7.2
2019_3686,2019,3686,達能,125500,-198689,1135136,-1.75
2019_3711,2019,3711,日月光投控,413182184,16849809,43305287,3.96
2019_4919,2019,4919,新唐,10367269,558459,2875544,2.53
2019_4952,2019,4952,凌通,2634421,223584,1088158,2.05
2019_4961,2019,4961,天鈺,9166293,308456,1656875,1.92
2019_4967,2019,4967,十銓,6905321,7732,682575,0.11
2019_4968,2019,4968,立積,2749555,190737,619511,3.13
2019_5269,2019,5269,祥碩,3746124,965207,600379,16.08
2019_5285,2019,5285,界霖,4458146,218215,940893,2.46
2019_5305,2019,5305,敦南,11107856,495695,3124567,1.59
2019_5471,2019,5471,松翰,3234503,341522,1678770,2.03
2019_6202,2019,6202,盛群,4584105,914902,2261682,4.05
2019_6239,2019,6239,力成,66525144,5838650,7791466,7.52
2019_6243,2019,6243,迅杰,559933,-65253,749767,-0.87
2019_6257,2019,6257,矽格,10046619,1294520,4206834,3.26
2019_6271,2019,6271,同欣電,7430654,741956,1653575,4.49
2019_6415,2019,6415,矽力-KY,10777781,2325882,914802,25.83
2019_6451,2019,6451,訊芯-KY,5744804,638315,1065248,6.16
2019_6525,2019,6525,捷敏-KY,3463053,664986,1290474,5.15
2019_6531,2019,6531,愛普,3462645,-395065,738535,-5.33
2019_6533,2019,6533,晶心科,494851,16023,426509,0.38
2019_6552,2019,6552,易華電,3017155,524347,1000000,5.24
2019_6573,2019,6573,虹揚-KY,1757464,-106238,674993,-1.57
2019_8016,2019,8016,矽創,13802738,1230588,1201369,10.27
2019_8028,2019,8028,昇陽半導體,2649059,332095,1324080,2.51
2019_8081,2019,8081,致新,5672678,749645,861721,8.74
2019_8110,2019,8110,華東,6727363,165049,5063811,0.33
2019_8131,2019,8131,福懋科,9457849,1262496,4422222,2.85
2019_8150,2019,8150,南茂,20337881,2584161,7272401,3.55
2019_8261,2019,8261,富鼎,2217249,55129,813405,0.68
2019_8271,2019,8271,宇瞻,7485821,376642,1008978,3.73
2019_2301,2019,2301,光寶科,177954166,9374899,23508670,4.03
2019_2305,2019,2305,全友,508075,2834,2056608,0.01
2019_2324,2019,2324,仁寶,980442346,6955899,44071466,1.6
2019_2331,2019,2331,精英,28291303,45779,5574030,0.08
2019_2352,2019,2352,佳世達,169754115,3575055,19667820,1.82
2019_2353,2019,2353,宏碁,234285354,2632565,30749338,0.87
2019_2356,2019,2356,英業達,500952813,5507960,35874751,1.54
2019_2357,2019,2357,華碩,351330493,12138555,7427603,16.34
2019_2362,2019,2362,藍天,21900662,1068639,6697630,1.75
2019_2364,2019,2364,倫飛,829029,-58076,1989398,-0.3
2019_2365,2019,2365,昆盈,1605479,151480,2345385,0.65
2019_2376,2019,2376,技嘉,61781254,1939241,6356889,3.05
2019_2377,2019,2377,微星,120491417,5587210,8448562,6.61
2019_2380,2019,2380,虹光,1633335,-198146,1624441,-1.22
2019_2382,2019,2382,廣達,1029611414,15942712,38626274,4.14
2019_2387,2019,2387,精元,12866741,7744,1962980,0.04
